,recipient,award_type,event_key,year
15627,frc1574,1,2005is,2005
15628,frc1574,1,2006is,2006
15629,frc1574,22,2006is,2006
15630,frc1574,29,2006is,2006
15631,frc1574,3,2006is,2006
15632,frc1574,1,2007is,2007
15633,frc1574,17,2007is,2007
15634,frc1574,1,2008is,2008
15635,frc1574,2,2008new,2008
15636,frc1574,22,2009is,2009
15637,frc1574,3,2009is,2009
15638,frc1574,20,2010is,2010
15639,frc1574,1,2011is,2011
15640,frc1574,2,2012is,2012
15641,frc1574,3,2012is,2012
15642,frc1574,9,2012is,2012
15643,frc1574,2,2013ista,2013
15644,frc1574,21,2013ista,2013
15645,frc1574,1,2014ista,2014
15646,frc1574,2,2015cur,2015
15647,frc1574,1,2015ista,2015
15648,frc1574,9,2015ista,2015
15649,frc1574,3,2016ista,2016
15650,frc1574,2,2017iscmp,2017
15651,frc1574,21,2017iscmp,2017
15652,frc1574,1,2017isde1,2017
15653,frc1574,16,2017isde1,2017
15654,frc1574,0,2017isde3,2017
15655,frc1574,1,2017isde3,2017
15656,frc1574,21,2017roe,2017
15657,frc1574,1,2018gal,2018
15658,frc1574,1,2018iscmp,2018
15659,frc1574,17,2018iscmp,2018
15660,frc1574,1,2018isde1,2018
15661,frc1574,9,2018isde1,2018
15662,frc1574,16,2018isde3,2018
15663,frc1574,2,2019dal,2019
15664,frc1574,29,2019dal,2019
15665,frc1574,21,2019iscmp,2019
15666,frc1574,4,2019iscmp,2019
15667,frc1574,1,2019isde1,2019
15668,frc1574,29,2019isde1,2019
15669,frc1574,16,2019isde3,2019
15670,frc1574,2,2020isde1,2020
15671,frc1576,1,2008is,2008
15672,frc1576,20,2019isde4,2019
15673,frc1577,10,2005is,2005
15674,frc1577,9,2006is,2006
15675,frc1577,2,2007is,2007
15676,frc1577,0,2008is,2008
15677,frc1577,2,2008is,2008
15678,frc1577,32,2008is,2008
15679,frc1577,9,2009is,2009
15680,frc1577,13,2010cmp,2010
15681,frc1577,0,2010is,2010
15682,frc1577,2,2012is,2012
15683,frc1577,1,2013ista,2013
15684,frc1577,16,2013ista,2013
15685,frc1577,17,2014ista,2014
15686,frc1577,2,2014ista,2014
15687,frc1577,17,2015ista,2015
15688,frc1577,4,2015ista,2015
15689,frc1577,20,2017iscmp,2017
15690,frc1577,1,2017isde2,2017
15691,frc1577,20,2017isde2,2017
15692,frc1577,2,2017isde3,2017
15693,frc1577,21,2017isde3,2017
15694,frc1577,1,2018iscmp,2018
15695,frc1577,1,2018isde1,2018
15696,frc1577,16,2018isde1,2018
15697,frc1577,1,2018isde4,2018
15698,frc1577,16,2018isde4,2018
15699,frc1577,17,2019isde1,2019
15700,frc1577,2,2019isde1,2019
15701,frc1577,11,2019isde3,2019
15702,frc1577,2,2019tes,2019
15703,frc1577,29,2019tes,2019
15704,frc1577,2,2020isde1,2020
15705,frc1577,71,2020isde1,2020
15706,frc1578,30,2006is,2006
15707,frc1579,32,2005is,2005
15708,frc1579,30,2007is,2007
15709,frc1579,27,2008is,2008
15710,frc1580,18,2006is,2006
15711,frc1580,27,2006is,2006
15712,frc1580,1,2018isde3,2018
15713,frc1582,17,2006is,2006
15714,frc1583,18,2006co,2006
15715,frc1583,27,2006co,2006
15716,frc1583,3,2006co,2006
15717,frc1583,1,2007co,2007
15718,frc1583,18,2007co,2007
15719,frc1583,19,2007co,2007
15720,frc1583,11,2008co,2008
15721,frc1583,11,2009co,2009
15722,frc1583,13,2010cmp,2010
15723,frc1583,0,2010co,2010
15724,frc1583,20,2010co,2010
15725,frc1583,11,2012co,2012
15726,frc1583,11,2013code,2013
15727,frc1583,13,2014code,2014
15728,frc1584,1,2010co,2010
15729,frc1590,10,2005oh,2005
15730,frc1591,27,2006roc,2006
15731,frc1591,30,2008roc,2008
15732,frc1592,14,2005arc,2005
15733,frc1592,10,2005fl,2005
15734,frc1592,2,2005fl,2005
15735,frc1592,2,2007new,2007
15736,frc1592,30,2007wat,2007
15737,frc1592,1,2008co,2008
15738,frc1592,16,2008co,2008
15739,frc1592,3,2008co,2008
15740,frc1592,18,2008fl,2008
15741,frc1592,16,2010co,2010
15742,frc1592,3,2010co,2010
15743,frc1592,1,2012fl,2012
15744,frc1592,29,2012fl,2012
15745,frc1592,1,2012sfl,2012
15746,frc1592,22,2012sfl,2012
15747,frc1592,22,2013flor,2013
15748,frc1592,18,2013txsa,2013
15749,frc1592,1,2014flor,2014
15750,frc1592,4,2014flor,2014
15751,frc1592,1,2015ohcl,2015
15752,frc1592,16,2015ohcl,2015
15753,frc1592,17,2016code,2016
15754,frc1592,22,2017ilch,2017
15755,frc1592,21,2018ohcl,2018
15756,frc1593,14,2005ny,2005
15757,frc1594,15,2005ny,2005
15758,frc1594,18,2007li,2007
15759,frc1594,27,2007li,2007
15760,frc1594,31,2007li,2007
15761,frc1594,9,2008li,2008
15762,frc1595,1,2005or,2005
15763,frc1595,13,2005or,2005
15764,frc1595,32,2006nv,2006
15765,frc1595,26,2007or,2007
15766,frc1595,9,2007or,2007
15767,frc1595,20,2008or,2008
15768,frc1595,3,2013wach,2013
15769,frc1595,16,2014pncmp,2014
15770,frc1595,16,2014wache,2014
15771,frc1595,16,2014waell,2014
15772,frc1595,2,2014waell,2014
15773,frc1595,9,2015pncmp,2015
15774,frc1595,2,2015waell,2015
15775,frc1595,9,2015waell,2015
15776,frc1595,1,2015waspo,2015
15777,frc1595,22,2015waspo,2015
15778,frc1595,16,2016pncmp,2016
15779,frc1595,21,2016waell,2016
15780,frc1595,16,2016waspo,2016
15781,frc1595,1,2017pncmp,2017
15782,frc1595,18,2017pncmp,2017
15783,frc1595,1,2017tur,2017
15784,frc1595,1,2017waell,2017
15785,frc1595,16,2017waell,2017
15786,frc1595,18,2017waell,2017
15787,frc1595,0,2017waspo,2017
15788,frc1595,1,2017waspo,2017
15789,frc1595,0,2018wamou,2018
15790,frc1595,22,2018waspo,2018
15791,frc1595,13,2019waspo,2019
15792,frc1595,20,2019wayak,2019
15793,frc1596,10,2005gl,2005
15794,frc1596,14,2005gl,2005
15795,frc1596,31,2005gl,2005
15796,frc1596,14,2005on,2005
15797,frc1596,30,2006gl,2006
15798,frc1596,30,2006wat,2006
15799,frc1596,2,2009oc,2009
15800,frc1596,17,2011oc1,2011
15801,frc1596,17,2013mitvc,2013
15802,frc1596,20,2014mitvc,2014
15803,frc1596,16,2017miesc,2017
15804,frc1596,17,2017milsu,2017
15805,frc1596,13,2018milsu,2018
15806,frc1596,2,2018milsu,2018
15807,frc1596,27,2018mitvc,2018
15808,frc1596,1,2019mikng,2019
15809,frc1596,13,2019mikng,2019
15810,frc1596,30,2019milsu,2019
15811,frc1597,10,2005ny,2005
15812,frc1597,13,2006md,2006
15813,frc1598,1,2006va,2006
15814,frc1598,11,2017vabla,2017
15815,frc1598,2,2017vagle,2017
15816,frc1599,20,2007md,2007
15817,frc1599,27,2016vados,2016
15818,frc1599,2,2018vabla,2018
15819,frc1599,22,2018vabla,2018
15820,frc1599,13,2018vagle,2018
15821,frc1599,29,2019vagle,2019
15822,frc1599,1,2019vapor,2019
15823,frc1599,20,2020vagle,2020
15824,frc1600,2,2017nysu,2017
15825,frc1601,14,2005li,2005
15826,frc1601,15,2005li,2005
15827,frc1601,9,2006li,2006
15828,frc1601,0,2007li,2007
15829,frc1601,30,2008pa,2008
15830,frc1601,9,2009li,2009
15831,frc1601,22,2010li,2010
15832,frc1601,22,2011ct,2011
15833,frc1601,3,2011ct,2011
15834,frc1601,22,2013nyli,2013
15835,frc1601,30,2015nyli,2015
15836,frc1601,4,2019nyli,2019
15837,frc1602,30,2005gl,2005
15838,frc1602,2,2006dt,2006
15839,frc1603,2,2007br,2007
15840,frc1603,26,2007br,2007
15841,frc1604,15,2005fl,2005
15842,frc1604,12,2012fl,2012
15843,frc1605,2,2005wat,2005
15844,frc1606,20,2010li,2010
15845,frc1607,13,2005li,2005
15846,frc1609,29,2006mo,2006
15847,frc1610,10,2005va,2005
15848,frc1610,14,2005va,2005
15849,frc1610,1,2006va,2006
15850,frc1610,2,2007va,2007
15851,frc1610,1,2013vari,2013
15852,frc1610,17,2014mdba,2014
15853,frc1610,2,2014mdba,2014
15854,frc1610,1,2014vari,2014
15855,frc1610,2,2015mdcp,2015
15856,frc1610,1,2015vari,2015
15857,frc1610,1,2017vapor,2017
15858,frc1610,17,2017vapor,2017
15859,frc1610,1,2018vagle,2018
15860,frc1610,17,2018vagle,2018
15861,frc1610,21,2018vapor,2018
15862,frc1610,13,2019vagle,2019
15863,frc1610,2,2019vagle,2019
15864,frc1610,1,2019vapor,2019
15865,frc1610,2,2020vagle,2020
15866,frc1611,14,2005ga,2005
15867,frc1612,31,2006fl,2006
15868,frc1612,20,2007ga,2007
15869,frc1612,1,2010fl,2010
15870,frc1617,13,2008nj,2008
15871,frc1619,20,2005co,2005
15872,frc1619,9,2005co,2005
15873,frc1619,19,2006co,2006
15874,frc1619,17,2007co,2007
15875,frc1619,17,2009co,2009
15876,frc1619,26,2009co,2009
15877,frc1619,2,2010co,2010
15878,frc1619,21,2010co,2010
15879,frc1619,2,2011co,2011
15880,frc1619,21,2011co,2011
15881,frc1619,29,2012co,2012
15882,frc1619,17,2013code,2013
15883,frc1619,29,2013code,2013
15884,frc1619,16,2013cttd,2013
15885,frc1619,20,2014code,2014
15886,frc1619,3,2014code,2014
15887,frc1619,17,2014utwv,2014
15888,frc1619,1,2015code,2015
15889,frc1619,29,2015code,2015
15890,frc1619,21,2015gal,2015
15891,frc1619,1,2015utwv,2015
15892,frc1619,16,2015utwv,2015
15893,frc1619,0,2016azfl,2016
15894,frc1619,17,2016cars,2016
15895,frc1619,1,2016code,2016
15896,frc1619,29,2016code,2016
15897,frc1619,3,2016code,2016
15898,frc1619,1,2017code,2017
15899,frc1619,21,2017code,2017
15900,frc1619,2,2017utwv,2017
15901,frc1619,9,2017utwv,2017
15902,frc1619,17,2018code,2018
15903,frc1619,2,2018code,2018
15904,frc1619,1,2018idbo,2018
15905,frc1619,17,2018idbo,2018
15906,frc1619,3,2018idbo,2018
15907,frc1619,1,2018new,2018
15908,frc1619,16,2018new,2018
15909,frc1619,0,2018txlu,2018
15910,frc1619,1,2018txlu,2018
15911,frc1619,17,2019cc,2019
15912,frc1619,1,2019code,2019
15913,frc1619,11,2019code,2019
15914,frc1619,1,2019okok,2019
15915,frc1619,21,2019okok,2019
15916,frc1619,1,2020ndgf,2020
15917,frc1619,4,2020ndgf,2020
15918,frc1619,71,2020ndgf,2020
15919,frc1620,2,2006on,2006
15920,frc1621,2,2005tx,2005
15921,frc1622,14,2005ca,2005
15922,frc1622,18,2006nv,2006
15923,frc1622,16,2007ca,2007
15924,frc1622,13,2007sdc,2007
15925,frc1622,18,2007sdc,2007
15926,frc1622,27,2008ca,2008
15927,frc1622,18,2008sdc,2008
15928,frc1622,1,2009nv,2009
15929,frc1622,16,2009nv,2009
15930,frc1622,18,2009nv,2009
15931,frc1622,17,2009sdc,2009
15932,frc1622,13,2010nv,2010
15933,frc1622,18,2010nv,2010
15934,frc1622,16,2010sdc,2010
15935,frc1622,23,2010sdc,2010
15936,frc1622,18,2011sdc,2011
15937,frc1622,23,2011sdc,2011
15938,frc1622,18,2011sj,2011
15939,frc1622,20,2011sj,2011
15940,frc1622,18,2012sdc,2012
15941,frc1622,9,2012sdc,2012
15942,frc1622,13,2012wa,2012
15943,frc1622,18,2013casb,2013
15944,frc1622,18,2013casd,2013
15945,frc1622,3,2013casd,2013
15946,frc1622,4,2013casd,2013
15947,frc1622,9,2013casd,2013
15948,frc1622,16,2013hiho,2013
15949,frc1622,17,2014txho,2014
15950,frc1622,18,2014wimi,2014
15951,frc1622,18,2015casd,2015
15952,frc1622,9,2015casd,2015
15953,frc1622,18,2015flfo,2015
15954,frc1622,18,2015lake,2015
15955,frc1622,27,2015lake,2015
15956,frc1622,18,2016casd,2016
15957,frc1622,22,2016casd,2016
15958,frc1622,0,2016idbo,2016
15959,frc1622,18,2016idbo,2016
15960,frc1622,27,2016idbo,2016
15961,frc1622,27,2016utwv,2016
15962,frc1622,13,2017casd,2017
15963,frc1622,18,2017cave,2017
15964,frc1622,0,2017hiho,2017
15965,frc1622,18,2017hiho,2017
15966,frc1622,18,2018abca,2018
15967,frc1622,27,2018abca,2018
15968,frc1622,18,2018casd,2018
15969,frc1622,9,2018casd,2018
15970,frc1622,18,2018hiho,2018
15971,frc1622,22,2018hiho,2018
15972,frc1622,22,2019abca,2019
15973,frc1622,18,2019azfl,2019
15974,frc1622,9,2019azfl,2019
15975,frc1622,0,2019casd,2019
15976,frc1622,3,2019casd,2019
15977,frc1622,4,2019casd,2019
15978,frc1622,18,2019iacf,2019
15979,frc1622,27,2019tur,2019
15980,frc1622,0,2020cadm,2020
15981,frc1622,4,2020casd,2020
15982,frc1622,4,2020cmptx,2020
15983,frc1624,13,2006or,2006
15984,frc1625,1,2005mo,2005
15985,frc1625,10,2005mo,2005
15986,frc1625,14,2005mo,2005
15987,frc1625,20,2005mo,2005
15988,frc1625,2,2006gal,2006
15989,frc1625,26,2006mo,2006
15990,frc1625,32,2006mo,2006
15991,frc1625,1,2006wi,2006
15992,frc1625,32,2007cmp,2007
15993,frc1625,26,2007il,2007
15994,frc1625,29,2007mo,2007
15995,frc1625,1,2008co,2008
15996,frc1625,9,2008co,2008
15997,frc1625,13,2008il,2008
15998,frc1625,32,2008il,2008
15999,frc1625,16,2008wi,2008
16000,frc1625,0,2009il,2009
16001,frc1625,1,2009il,2009
16002,frc1625,1,2009wi,2009
16003,frc1625,1,2010gal,2010
16004,frc1625,0,2010il,2010
16005,frc1625,2,2010kc,2010
16006,frc1625,21,2010kc,2010
16007,frc1625,2,2011il,2011
16008,frc1625,9,2011il,2011
16009,frc1625,2,2011wi,2011
16010,frc1625,20,2011wi,2011
16011,frc1625,29,2012il,2012
16012,frc1625,13,2013ilch,2013
16013,frc1625,2,2013ilch,2013
16014,frc1625,1,2014arc,2014
16015,frc1625,1,2014ilch,2014
16016,frc1625,17,2014ilch,2014
16017,frc1625,1,2015arfa,2015
16018,frc1625,29,2016ilch,2016
16019,frc1625,1,2017ilch,2017
16020,frc1625,2,2017wila,2017
16021,frc1625,21,2018dar,2018
16022,frc1625,1,2018mnmi2,2018
16023,frc1625,21,2018mnmi2,2018
16024,frc1625,3,2018mnmi2,2018
16025,frc1625,29,2019iacf,2019
16026,frc1625,2,2020ilch,2020
16027,frc1625,68,2020ilch,2020
16028,frc1626,14,2005nj,2005
16029,frc1626,2,2007ma,2007
16030,frc1626,2,2007sc,2007
16031,frc1626,26,2007sc,2007
16032,frc1626,36,2008ny,2008
16033,frc1626,27,2010li,2010
16034,frc1626,1,2011li,2011
16035,frc1626,16,2011ny,2011
16036,frc1626,12,2012njt,2012
16037,frc1626,1,2014njcli,2014
16038,frc1626,29,2015njbri,2015
16039,frc1626,29,2016njbri,2016
16040,frc1626,1,2016njtab,2016
16041,frc1626,16,2019njbri,2019
16042,frc1628,10,2005tx,2005
16043,frc1628,14,2005tx,2005
16044,frc1629,1,2006md,2006
16045,frc1629,29,2006md,2006
16046,frc1629,17,2006pit,2006
16047,frc1629,2,2006pit,2006
16048,frc1629,29,2007md,2007
16049,frc1629,29,2007pit,2007
16050,frc1629,22,2008md,2008
16051,frc1629,26,2008oh,2008
16052,frc1629,9,2008oh,2008
16053,frc1629,20,2009pit,2009
16054,frc1629,9,2009pit,2009
16055,frc1629,0,2010md,2010
16056,frc1629,26,2010oh,2010
16057,frc1629,9,2011cmp,2011
16058,frc1629,20,2011oh,2011
16059,frc1629,9,2011oh,2011
16060,frc1629,29,2011pit,2011
16061,frc1629,9,2012cmp,2012
16062,frc1629,29,2012md,2012
16063,frc1629,4,2012md,2012
16064,frc1629,0,2012oh,2012
16065,frc1629,9,2013ohcl,2013
16066,frc1629,2,2013papi,2013
16067,frc1629,21,2013papi,2013
16068,frc1629,0,2014mdba,2014
16069,frc1629,1,2014mdba,2014
16070,frc1629,4,2015cmp,2015
16071,frc1629,0,2015mdcp,2015
16072,frc1629,22,2015mdcp,2015
16073,frc1629,4,2015mdcp,2015
16074,frc1629,1,2015papi,2015
16075,frc1629,22,2015papi,2015
16076,frc1629,30,2016arc,2016
16077,frc1629,9,2016chcmp,2016
16078,frc1629,0,2016mdedg,2016
16079,frc1629,1,2016mdedg,2016
16080,frc1629,2,2016vahay,2016
16081,frc1629,9,2016vahay,2016
16082,frc1629,0,2017chcmp,2017
16083,frc1629,22,2017mdowi,2017
16084,frc1629,0,2017vabla,2017
16085,frc1629,0,2018chcmp,2018
16086,frc1629,30,2018dal,2018
16087,frc1629,0,2018mdedg,2018
16088,frc1629,1,2018mdedg,2018
16089,frc1629,17,2018vagdc,2018
16090,frc1629,2,2018vagdc,2018
16091,frc1629,0,2019chcmp,2019
16092,frc1629,69,2019cmpmi,2019
16093,frc1629,2,2019mdowi,2019
16094,frc1629,71,2019mdowi,2019
16095,frc1629,2,2019vabrb,2019
16096,frc1629,0,2019vahay,2019
16097,frc1629,4,2020chcmp,2020
16098,frc1629,0,2020mdowi,2020
16099,frc1631,29,2012nv,2012
16100,frc1633,14,2005az,2005
16101,frc1633,20,2010az,2010
16102,frc1633,13,2011az,2011
16103,frc1633,27,2016azpx,2016
16104,frc1634,15,2005pit,2005
16105,frc1635,32,2005li,2005
16106,frc1635,13,2006li,2006
16107,frc1635,31,2006li,2006
16108,frc1635,31,2008ny,2008
16109,frc1635,4,2010ny,2010
16110,frc1635,1,2012ny,2012
16111,frc1635,29,2016nyny,2016
16112,frc1636,14,2005co,2005
16113,frc1636,17,2005co,2005
16114,frc1636,26,2006co,2006
16115,frc1636,1,2007co,2007
16116,frc1636,16,2007co,2007
16117,frc1640,29,2009md,2009
16118,frc1640,20,2010pa,2010
16119,frc1640,1,2011pa,2011
16120,frc1640,29,2011pa,2011
16121,frc1640,1,2012pa,2012
16122,frc1640,1,2012pah,2012
16123,frc1640,1,2013mrcmp,2013
16124,frc1640,1,2013new,2013
16125,frc1640,20,2013pahat,2013
16126,frc1640,29,2013paphi,2013
16127,frc1640,2,2014cmp,2014
16128,frc1640,1,2014new,2014
16129,frc1640,2,2014njtab,2014
16130,frc1640,2,2015arc,2015
16131,frc1640,2,2015mrcmp,2015
16132,frc1640,1,2015njtab,2015
16133,frc1640,17,2015njtab,2015
16134,frc1640,17,2015pahat,2015
16135,frc1640,2,2015pahat,2015
16136,frc1640,1,2016njdd,2016
16137,frc1640,16,2016njtab,2016
16138,frc1640,2,2016njtab,2016
16139,frc1640,29,2016pahat,2016
16140,frc1640,1,2016pawch,2016
16141,frc1640,17,2016pawch,2016
16142,frc1640,1,2017arc,2017
16143,frc1640,29,2017mrcmp,2017
16144,frc1640,4,2017mrcmp,2017
16145,frc1640,9,2017njtab,2017
16146,frc1640,29,2017pawch,2017
16147,frc1640,2,2018cars,2018
16148,frc1640,21,2018cars,2018
16149,frc1640,16,2018mrcmp,2018
16150,frc1640,2,2018mrcmp,2018
16151,frc1640,1,2018njtab,2018
16152,frc1640,0,2018pahat,2018
16153,frc1640,2,2018pahat,2018
16154,frc1640,20,2018pawch,2018
16155,frc1640,0,2019mrcmp,2019
16156,frc1640,1,2019njtab,2019
16157,frc1640,21,2019paben,2019
16158,frc1640,0,2019pawch,2019
16159,frc1640,1,2019pawch,2019
16160,frc1640,17,2020pahat,2020
16161,frc1641,10,2005nv,2005
16162,frc1641,14,2005nv,2005
16163,frc1641,13,2006nv,2006
16164,frc1641,32,2007sdc,2007
16165,frc1641,27,2008nv,2008
16166,frc1642,15,2005tx,2005
16167,frc1642,1,2012tx,2012
16168,frc1643,15,2005az,2005
16169,frc1643,13,2013ohic,2013
16170,frc1644,13,2014calb,2014
16171,frc1644,13,2017calb,2017
16172,frc1646,14,2005il,2005
16173,frc1646,10,2005in,2005
16174,frc1646,13,2009in,2009
16175,frc1646,16,2011in,2011
16176,frc1646,31,2012dc,2012
16177,frc1646,1,2013inth,2013
16178,frc1646,13,2013inwl,2013
16179,frc1646,2,2015inind,2015
16180,frc1646,30,2019inwla,2019
16181,frc1647,14,2005new,2005
16182,frc1647,10,2005pa,2005
16183,frc1647,14,2005pa,2005
16184,frc1647,16,2010pa,2010
16185,frc1647,3,2010pa,2010
16186,frc1647,2,2011nj,2011
16187,frc1647,20,2011nj,2011
16188,frc1647,16,2011pa,2011
16189,frc1647,29,2012pah,2012
16190,frc1647,16,2014njtab,2014
16191,frc1647,17,2014pahat,2014
16192,frc1647,2,2014pahat,2014
16193,frc1647,2,2015njtab,2015
16194,frc1647,29,2015njtab,2015
16195,frc1647,0,2015pahat,2015
16196,frc1647,0,2016njtab,2016
16197,frc1647,30,2017njtab,2017
16198,frc1647,11,2018njtab,2018
16199,frc1647,2,2018pahat,2018
16200,frc1647,0,2019pahat,2019
16201,frc1647,29,2020pahat,2020
16202,frc1648,10,2005ga,2005
16203,frc1648,2,2005ga,2005
16204,frc1648,2,2011ga,2011
16205,frc1648,27,2013scmb,2013
16206,frc1648,27,2014gadu,2014
16207,frc1648,1,2015gape,2015
16208,frc1648,16,2016gaalb,2016
16209,frc1648,2,2016gaalb,2016
16210,frc1648,13,2016gacmp,2016
16211,frc1648,0,2016gacol,2016
16212,frc1648,27,2017gacmp,2017
16213,frc1648,0,2017gacol,2017
16214,frc1648,22,2017gacol,2017
16215,frc1648,1,2017gagai,2017
16216,frc1648,16,2017gagai,2017
16217,frc1648,1,2018gaalb,2018
16218,frc1648,11,2018gaalb,2018
16219,frc1648,1,2018gacmp,2018
16220,frc1648,11,2018gacmp,2018
16221,frc1648,0,2018gadul,2018
16222,frc1648,1,2018gadul,2018
16223,frc1648,13,2019gacmp,2019
16224,frc1648,4,2019gacmp,2019
16225,frc1648,0,2019gagai,2019
16226,frc1648,0,2020gagai,2020
16227,frc1649,14,2005fl,2005
16228,frc1649,1,2006fl,2006
16229,frc1649,29,2006fl,2006
16230,frc1649,13,2008fl,2008
16231,frc1649,1,2009fl,2009
16232,frc1649,20,2011fl,2011
16233,frc1652,2,2008wi,2008
16234,frc1653,10,2005co,2005
16235,frc1653,13,2006co,2006
16236,frc1654,15,2005in,2005
16237,frc1654,13,2005mi,2005
16238,frc1654,13,2006in,2006
16239,frc1654,13,2006mi,2006
16240,frc1657,0,2006is,2006
16241,frc1657,1,2006is,2006
16242,frc1657,31,2006is,2006
16243,frc1657,0,2007is,2007
16244,frc1657,1,2007is,2007
16245,frc1657,26,2007is,2007
16246,frc1657,3,2007is,2007
16247,frc1657,31,2008is,2008
16248,frc1657,1,2009is,2009
16249,frc1657,1,2010is,2010
16250,frc1657,2,2011is,2011
16251,frc1657,29,2015ista,2015
16252,frc1657,11,2017iscmp,2017
16253,frc1657,5,2017iscmp,2017
16254,frc1657,11,2017isde1,2017
16255,frc1657,2,2017isde1,2017
16256,frc1657,13,2018iscmp,2018
16257,frc1657,11,2018isde1,2018
16258,frc1657,11,2018isde3,2018
16259,frc1657,21,2019isde1,2019
16260,frc1658,29,2011mo,2011
16261,frc1658,1,2015mosl,2015
16262,frc1658,20,2015mosl,2015
16263,frc1658,16,2019mosl,2019
16264,frc1658,2,2019mosl,2019
16265,frc1658,68,2019mosl,2019
16266,frc1658,2,2019roe,2019
16267,frc1658,71,2019roe,2019
16268,frc1660,13,2005ny,2005
16269,frc1660,2,2005ny,2005
16270,frc1660,16,2006ny,2006
16271,frc1660,18,2006ny,2006
16272,frc1660,19,2007ny,2007
16273,frc1660,13,2008ny,2008
16274,frc1660,22,2009ny,2009
16275,frc1660,0,2013nyny,2013
16276,frc1660,2,2013nyny,2013
16277,frc1660,22,2015nyny,2015
16278,frc1660,30,2017dar,2017
16279,frc1660,9,2017nyny,2017
16280,frc1660,13,2017nyro,2017
16281,frc1660,4,2018cmpmi,2018
16282,frc1660,27,2018nyny,2018
16283,frc1660,4,2018nyny,2018
16284,frc1660,9,2018nyro,2018
16285,frc1660,0,2019nyny,2019
16286,frc1660,27,2019nysu,2019
16287,frc1661,13,2005nv,2005
16288,frc1661,21,2012nv,2012
16289,frc1661,16,2012sdc,2012
16290,frc1661,4,2015nvlv,2015
16291,frc1661,16,2017hiho,2017
16292,frc1661,2,2017hiho,2017
16293,frc1661,68,2017hiho,2017
16294,frc1662,1,2006sac,2006
16295,frc1662,1,2008sac,2008
16296,frc1662,26,2008sac,2008
16297,frc1662,29,2011is,2011
16298,frc1662,1,2012is,2012
16299,frc1662,16,2013casa,2013
16300,frc1662,16,2013casj,2013
16301,frc1662,1,2014casj,2014
16302,frc1662,2,2015cama,2015
16303,frc1662,20,2016cama,2016
16304,frc1662,1,2016casj,2016
16305,frc1665,10,2005ct,2005
16306,frc1665,2,2016nytr,2016
16307,frc1665,68,2016nytr,2016
16308,frc1671,10,2005sac,2005
16309,frc1671,14,2005sac,2005
16310,frc1671,32,2008sdc,2008
16311,frc1671,30,2009sac,2009
16312,frc1671,32,2009sac,2009
16313,frc1671,11,2010ca,2010
16314,frc1671,23,2010ca,2010
16315,frc1671,25,2010cmp,2010
16316,frc1671,25,2011cmp,2011
16317,frc1671,21,2011sac,2011
16318,frc1671,23,2011sac,2011
16319,frc1671,9,2013cama,2013
16320,frc1671,0,2014cama,2014
16321,frc1671,2,2014cama,2014
16322,frc1671,4,2014cama,2014
16323,frc1671,2,2014casa,2014
16324,frc1671,22,2014casa,2014
16325,frc1671,4,2014cmp,2014
16326,frc1671,21,2015cama,2015
16327,frc1671,3,2015cama,2015
16328,frc1671,0,2015casa,2015
16329,frc1671,1,2015cmp,2015
16330,frc1671,1,2015mttd,2015
16331,frc1671,1,2015new,2015
16332,frc1671,2,2016cada,2016
16333,frc1671,20,2016cada,2016
16334,frc1671,9,2016cama,2016
16335,frc1671,2,2017cacc,2017
16336,frc1671,0,2017cada,2017
16337,frc1671,29,2017cama,2017
16338,frc1671,4,2017cama,2017
16339,frc1671,64,2017cc,2017
16340,frc1671,11,2018cada,2018
16341,frc1671,13,2018cafr,2018
16342,frc1671,3,2018cafr,2018
16343,frc1671,11,2019cafr,2019
16344,frc1671,0,2019camb,2019
16345,frc1671,1,2019camb,2019
16346,frc1671,0,2020camb,2020
16347,frc1672,15,2005nj,2005
16348,frc1672,4,2013mrcmp,2013
16349,frc1674,15,2005mi,2005
16350,frc1675,10,2005il,2005
16351,frc1675,3,2007wi,2007
16352,frc1675,30,2008il,2008
16353,frc1675,1,2009il,2009
16354,frc1675,18,2009il,2009
16355,frc1675,27,2010mn2,2010
16356,frc1675,3,2010mn2,2010
16357,frc1675,4,2010wi,2010
16358,frc1675,0,2011il,2011
16359,frc1675,3,2011il,2011
16360,frc1675,5,2011wi,2011
16361,frc1675,0,2013ilch,2013
16362,frc1675,13,2013mndu2,2013
16363,frc1675,16,2014ilch,2014
16364,frc1675,16,2015ilch,2015
16365,frc1675,1,2016mosl,2016
16366,frc1675,27,2016mosl,2016
16367,frc1675,4,2016wimi,2016
16368,frc1675,1,2017wimi,2017
16369,frc1676,10,2005nj,2005
16370,frc1676,13,2006nj,2006
16371,frc1676,2,2006sc,2006
16372,frc1676,17,2007nj,2007
16373,frc1676,19,2007nj,2007
16374,frc1676,31,2007nj,2007
16375,frc1676,17,2007oh,2007
16376,frc1676,0,2008nj,2008
16377,frc1676,30,2008on,2008
16378,frc1676,0,2009sc,2009
16379,frc1676,13,2009sc,2009
16380,frc1676,2,2010cur,2010
16381,frc1676,1,2010nj,2010
16382,frc1676,22,2010nj,2010
16383,frc1676,4,2010nj,2010
16384,frc1676,1,2010va,2010
16385,frc1676,16,2010va,2010
16386,frc1676,1,2011nj,2011
16387,frc1676,12,2011nj,2011
16388,frc1676,1,2011va,2011
16389,frc1676,18,2011va,2011
16390,frc1676,22,2011va,2011
16391,frc1676,1,2012nj,2012
