,recipient,award_type,event_key,year
0,frc1,44,1998cmp,1998
1,frc1,17,1998mi,1998
2,frc1,1,1999cmp,1999
3,frc1,20,1999il,1999
4,frc1,2,1999mi,1999
5,frc1,51,2000cmp,2000
6,frc1,43,2000il,2000
7,frc1,46,2000il,2000
8,frc1,2,2000mi,2000
9,frc1,20,2000mi,2000
10,frc1,43,2000mi,2000
11,frc1,51,2001cmp,2001
12,frc1,1,2001mi2,2001
13,frc1,0,2002gl,2002
14,frc1,30,2003gl,2003
15,frc1,9,2004dt,2004
16,frc1,16,2005gl,2005
17,frc1,30,2006il,2006
18,frc1,9,2008dt,2008
19,frc1,11,2008mo,2008
20,frc1,2,2008mo,2008
21,frc1,13,2009gg,2009
22,frc1,13,2009grl,2009
23,frc1,2,2009grl,2009
24,frc1,2,2010dt,2010
25,frc1,9,2010dt,2010
26,frc1,0,2011dt,2011
27,frc1,1,2011gg,2011
28,frc1,13,2012oc1,2012
29,frc1,9,2014miwat,2014
30,frc1,4,2016micmp,2016
31,frc1,9,2016miket,2016
32,frc1,27,2016mimar,2016
33,frc1,3,2017micmp,2017
34,frc1,27,2017mihow,2017
35,frc1,27,2019micen,2019
36,frc4,1,2006ca,2006
37,frc4,13,2006on,2006
38,frc4,1,2007ca,2007
39,frc4,2,2010nv,2010
40,frc4,18,2016cave,2016
41,frc4,20,2016cave,2016
42,frc4,20,2017calb,2017
43,frc4,11,2018capo,2018
44,frc4,13,2019cabl,2019
45,frc4,17,2019caln,2019
46,frc4,1,2020caln,2020
47,frc4,27,2020caln,2020
48,frc5,2,1999mi,1999
49,frc5,45,1999mi,1999
50,frc5,45,2000mi,2000
51,frc5,17,2001va,2001
52,frc5,40,2001va,2001
53,frc5,22,2002on,2002
54,frc5,20,2003pit,2003
55,frc5,1,2004dt,2004
56,frc5,1,2004pit,2004
57,frc5,26,2004sc,2004
58,frc6,2,2001il,2001
59,frc7,13,1998nj,1998
60,frc7,39,1999pa,1999
61,frc7,13,2000va,2000
62,frc7,1,2002nj,2002
63,frc7,16,2002nj,2002
64,frc7,22,2004md,2004
65,frc7,13,2005md,2005
66,frc7,2,2005md,2005
67,frc8,2,2001ca2,2001
68,frc8,1,2006nv,2006
69,frc8,2,2008sj,2008
70,frc8,29,2009nv,2009
71,frc8,22,2015cama,2015
72,frc8,22,2015casj,2015
73,frc8,2,2016cama,2016
74,frc8,68,2016cama,2016
75,frc8,2,2017casj,2017
76,frc8,22,2017casj,2017
77,frc8,68,2017casj,2017
78,frc8,20,2017cave,2017
79,frc8,22,2017cave,2017
80,frc8,4,2017cave,2017
81,frc8,4,2017cmptx,2017
82,frc8,22,2018azfl,2018
83,frc8,70,2019cacg,2019
84,frc8,22,2019cadm,2019
85,frc8,4,2019cadm,2019
86,frc8,11,2019casj,2019
87,frc8,71,2019ndgf,2019
88,frc8,1,2020utwv,2020
89,frc8,17,2020utwv,2020
90,frc9,2,1999il,1999
91,frc9,2,2001il,2001
92,frc9,13,2002mi,2002
93,frc9,13,2003mi,2003
94,frc9,31,2003mi,2003
95,frc10,10,1998il,1998
96,frc10,46,1999fl,1999
97,frc10,47,1999fl,1999
98,frc10,45,2000fl,2000
99,frc11,60,1999cmp,1999
100,frc11,47,1999nj,1999
101,frc11,2,2002nj,2002
102,frc11,20,2002on,2002
103,frc11,1,2004sc,2004
104,frc11,30,2004sc,2004
105,frc11,0,2005nj,2005
106,frc11,13,2005sc,2005
107,frc11,32,2005sc,2005
108,frc11,1,2006sc,2006
109,frc11,27,2006sc,2006
110,frc11,26,2007ny,2007
111,frc11,1,2008md,2008
112,frc11,2,2008nj,2008
113,frc11,3,2008nj,2008
114,frc11,30,2009nj,2009
115,frc11,38,2010nj,2010
116,frc11,0,2011sc,2011
117,frc11,22,2011sc,2011
118,frc11,23,2011sc,2011
119,frc11,31,2011sc,2011
120,frc11,21,2011va,2011
121,frc11,0,2012nj,2012
122,frc11,31,2012nj,2012
123,frc11,11,2012njf,2012
124,frc11,18,2012njf,2012
125,frc11,18,2012pa,2012
126,frc11,22,2012pa,2012
127,frc11,21,2012sc,2012
128,frc11,31,2012sc,2012
129,frc11,2,2013mrcmp,2013
130,frc11,0,2013njbrg,2013
131,frc11,1,2013njfla,2013
132,frc11,16,2013njfla,2013
133,frc11,1,2013scmb,2013
134,frc11,17,2013scmb,2013
135,frc11,0,2014hiho,2014
136,frc11,1,2014mrcmp,2014
137,frc11,16,2014njfla,2014
138,frc11,16,2014paphi,2014
139,frc11,17,2015hiho,2015
140,frc11,2,2015njfla,2015
141,frc11,13,2015njnbr,2015
142,frc11,2,2015njnbr,2015
143,frc11,9,2015pahat,2015
144,frc11,0,2016flwp,2016
145,frc11,21,2016njfla,2016
146,frc11,1,2016paphi,2016
147,frc11,9,2016paphi,2016
148,frc11,18,2017njfla,2017
149,frc11,30,2017njfla,2017
150,frc11,2,2017njmm,2017
151,frc11,18,2017njski,2017
152,frc11,2,2017njski,2017
153,frc11,0,2018njfla,2018
154,frc11,2,2019mrcmp,2019
155,frc11,17,2019njbri,2019
156,frc11,18,2019njbri,2019
157,frc11,2,2019njbri,2019
158,frc11,17,2019nyli,2019
159,frc11,2,2019nyli,2019
160,frc11,68,2019nyli,2019
161,frc13,20,1997cmp,1997
162,frc13,43,1997il,1997
163,frc13,44,1998il,1998
164,frc14,10,1995nh,1995
165,frc14,17,1996cmp,1996
166,frc14,2,1996cmp,1996
167,frc14,2,1997il,1997
168,frc14,46,1997il,1997
169,frc14,39,1998il,1998
170,frc15,46,1997cmp,1997
171,frc15,30,1997il,1997
172,frc15,47,1999cmp,1999
173,frc15,1,1999fl,1999
174,frc15,20,1999fl,1999
175,frc15,39,2000li,2000
176,frc15,46,2000li,2000
177,frc16,20,1996cmp,1996
178,frc16,51,1996cmp,1996
179,frc16,51,1997cmp,1997
180,frc16,51,1998cmp,1998
181,frc16,1,1998il,1998
182,frc16,43,1998il,1998
183,frc16,2,1998tx,1998
184,frc16,20,1998tx,1998
185,frc16,51,1999cmp,1999
186,frc16,2,1999fl,1999
187,frc16,38,1999fl,1999
188,frc16,39,1999fl,1999
189,frc16,17,1999mi,1999
190,frc16,39,1999mi,1999
191,frc16,0,2000cmp,2000
192,frc16,1,2000fl,2000
193,frc16,38,2000fl,2000
194,frc16,47,2000fl,2000
195,frc16,17,2000il,2000
196,frc16,2,2000il,2000
197,frc16,1,2002mo,2002
198,frc16,26,2002mo,2002
199,frc16,39,2002mo,2002
200,frc16,16,2002tx,2002
201,frc16,2,2002tx,2002
202,frc16,39,2002tx,2002
203,frc16,2,2003il,2003
204,frc16,26,2003mo,2003
205,frc16,9,2003mo,2003
206,frc16,0,2004md,2004
207,frc16,1,2004md,2004
208,frc16,38,2004md,2004
209,frc16,1,2004mo,2004
210,frc16,26,2004mo,2004
211,frc16,3,2005in,2005
212,frc16,30,2005in,2005
213,frc16,17,2005mo,2005
214,frc16,2,2006mo,2006
215,frc16,17,2006sc,2006
216,frc16,2,2006sc,2006
217,frc16,29,2007kc,2007
218,frc16,13,2007tx,2007
219,frc16,2,2008cmp,2008
220,frc16,1,2008cur,2008
221,frc16,16,2008il,2008
222,frc16,31,2008il,2008
223,frc16,1,2008la,2008
224,frc16,22,2008la,2008
225,frc16,31,2008la,2008
226,frc16,3,2009cmp,2009
227,frc16,22,2009il,2009
228,frc16,1,2009mo,2009
229,frc16,29,2009mo,2009
230,frc16,1,2010il,2010
231,frc16,22,2010il,2010
232,frc16,2,2010kc,2010
233,frc16,2,2010new,2010
234,frc16,29,2011il,2011
235,frc16,1,2011stx,2011
236,frc16,22,2011stx,2011
237,frc16,1,2012cmp,2012
238,frc16,1,2012da,2012
239,frc16,29,2012da,2012
240,frc16,1,2012gal,2012
241,frc16,1,2012il,2012
242,frc16,21,2012il,2012
243,frc16,1,2012kc,2012
244,frc16,13,2013arfa,2013
245,frc16,2,2013txlu,2013
246,frc16,1,2014arfa,2014
247,frc16,21,2014arfa,2014
248,frc16,3,2014arfa,2014
249,frc16,4,2014arfa,2014
250,frc16,16,2014cttd,2014
251,frc16,1,2014ohci,2014
252,frc16,21,2014ohci,2014
253,frc16,3,2015arfa,2015
254,frc16,4,2015arfa,2015
255,frc16,22,2015ilch,2015
256,frc16,1,2016alhu,2016
257,frc16,16,2016alhu,2016
258,frc16,4,2016alhu,2016
259,frc16,1,2016arlr,2016
260,frc16,29,2016arlr,2016
261,frc16,1,2017arli,2017
262,frc16,17,2017arli,2017
263,frc16,2,2017ilch,2017
264,frc16,20,2017ilch,2017
265,frc16,1,2018arli,2018
266,frc16,17,2018arli,2018
267,frc16,17,2018carv,2018
268,frc16,1,2018ilch,2018
269,frc16,17,2018ilch,2018
270,frc16,2,2019alhu,2019
271,frc16,21,2019alhu,2019
272,frc16,16,2019ilch,2019
273,frc16,1,2020arli,2020
274,frc16,16,2020arli,2020
275,frc18,44,1997nh,1997
276,frc18,30,1998nh,1998
277,frc19,17,1998nj,1998
278,frc19,1,1999ne,1999
279,frc19,45,1999ne,1999
280,frc19,2,2000li,2000
281,frc19,43,2000li,2000
282,frc19,22,2002ny,2002
283,frc19,22,2003ct,2003
284,frc19,16,2003ny,2003
285,frc19,31,2003ny,2003
286,frc20,46,1993cmp,1993
287,frc20,44,1996cmp,1996
288,frc20,44,1996nh,1996
289,frc20,30,1997cmp,1997
290,frc20,16,2005ct,2005
291,frc20,2,2005ct,2005
292,frc20,26,2006ct,2006
293,frc20,3,2006ct,2006
294,frc20,26,2007ct,2007
295,frc20,1,2008ma,2008
296,frc20,17,2008ma,2008
297,frc20,1,2008roc,2008
298,frc20,13,2009ct,2009
299,frc20,17,2009nh,2009
300,frc20,2,2009nh,2009
301,frc20,22,2010nh,2010
302,frc20,33,2010nh,2010
303,frc20,1,2010wor,2010
304,frc20,12,2010wor,2010
305,frc20,20,2010wor,2010
306,frc20,2,2011nh,2011
307,frc20,1,2012ct,2012
308,frc20,18,2012nh,2012
309,frc20,1,2013ctha,2013
310,frc20,17,2013ctha,2013
311,frc20,18,2013ctha,2013
312,frc20,17,2013mawo,2013
313,frc20,18,2013mawo,2013
314,frc20,2,2013mawo,2013
315,frc20,3,2013mawo,2013
316,frc20,1,2014nyro,2014
317,frc20,16,2014nyro,2014
318,frc20,1,2014nytr,2014
319,frc20,29,2014nytr,2014
320,frc20,4,2014nytr,2014
321,frc20,1,2015cars,2015
322,frc20,2,2015nytr,2015
323,frc20,4,2015nytr,2015
324,frc20,5,2015nytr,2015
325,frc20,1,2016nyro,2016
326,frc20,11,2016nyro,2016
327,frc20,11,2016nytr,2016
328,frc20,2,2016nytr,2016
329,frc20,21,2017nysu,2017
330,frc20,11,2017nytr,2017
331,frc20,3,2017nytr,2017
332,frc20,11,2017nytv,2017
333,frc20,2,2018nytr,2018
334,frc20,4,2018nytr,2018
335,frc20,21,2018nyut,2018
336,frc20,1,2019nysu,2019
337,frc20,16,2019nysu,2019
338,frc20,1,2019nytr,2019
339,frc20,16,2019nytr,2019
340,frc21,46,1998tx,1998
341,frc21,57,1999cmp,1999
342,frc21,19,1999fl,1999
343,frc21,13,2000il,2000
344,frc21,2,2001arc,2001
345,frc21,2,2001fl,2001
346,frc21,30,2001tx,2001
347,frc21,30,2002fl,2002
348,frc21,19,2002pa,2002
349,frc21,19,2003fl,2003
350,frc21,30,2003fl,2003
351,frc21,19,2005fl,2005
352,frc21,3,2006sc,2006
353,frc21,1,2009sc,2009
354,frc21,21,2014flor,2014
355,frc21,11,2017flor,2017
356,frc21,11,2019flor,2019
357,frc22,19,2000ca,2000
358,frc22,51,2000cmp,2000
359,frc22,13,2001ca1,2001
360,frc22,27,2001ca2,2001
361,frc22,0,2001cmp,2001
362,frc22,0,2002ca,2002
363,frc22,19,2002wa,2002
364,frc22,39,2002wa,2002
365,frc22,9,2003ca,2003
366,frc22,13,2004ca,2004
367,frc22,2,2004ca,2004
368,frc22,13,2005ca,2005
369,frc22,2,2005ca,2005
370,frc22,1,2005sj,2005
371,frc23,10,1995cmp,1995
372,frc23,51,1996cmp,1996
373,frc23,44,1996nh,1996
374,frc23,51,1997cmp,1997
375,frc23,30,1997nh,1997
376,frc23,0,1998cmp,1998
377,frc23,3,1998cmp,1998
378,frc23,20,1999cmp,1999
379,frc23,2,1999pa,1999
380,frc23,47,1999pa,1999
381,frc23,20,2012wor,2012
382,frc23,20,2019mabri,2019
383,frc23,20,2019marea,2019
384,frc24,13,1997il,1997
385,frc24,2,1998il,1998
386,frc25,1,2000cmp,2000
387,frc25,1,2000nj,2000
388,frc25,20,2000nj,2000
389,frc25,43,2000nj,2000
390,frc25,20,2001nj,2001
391,frc25,1,2002arc,2002
392,frc25,2,2002nj,2002
393,frc25,9,2002nj,2002
394,frc25,2,2003cmp,2003
395,frc25,1,2003cur,2003
396,frc25,13,2003md,2003
397,frc25,1,2003nj,2003
398,frc25,13,2003nj,2003
399,frc25,9,2004md,2004
400,frc25,38,2004nj,2004
401,frc25,19,2005nj,2005
402,frc25,26,2005nj,2005
403,frc25,16,2005sc,2005
404,frc25,2,2005sc,2005
405,frc25,2,2006cmp,2006
406,frc25,26,2006cmp,2006
407,frc25,1,2006new,2006
408,frc25,0,2006nj,2006
409,frc25,1,2006nj,2006
410,frc25,1,2006nv,2006
411,frc25,26,2006nv,2006
412,frc25,2,2007ct,2007
413,frc25,1,2007nj,2007
414,frc25,16,2007nj,2007
415,frc25,26,2008hi,2008
416,frc25,32,2008hi,2008
417,frc25,1,2008nj,2008
418,frc25,26,2009fl,2009
419,frc25,2,2009nj,2009
420,frc25,1,2010nj,2010
421,frc25,12,2010nj,2010
422,frc25,16,2010nj,2010
423,frc25,1,2010nv,2010
424,frc25,12,2010nv,2010
425,frc25,16,2010nv,2010
426,frc25,1,2011new,2011
427,frc25,1,2011va,2011
428,frc25,20,2011va,2011
429,frc25,1,2012cmp,2012
430,frc25,1,2012gal,2012
431,frc25,1,2012njf,2012
432,frc25,1,2012pa,2012
433,frc25,9,2014mrcmp,2014
434,frc25,20,2014new,2014
435,frc25,20,2014njtab,2014
436,frc25,2,2014pahat,2014
437,frc25,9,2014pahat,2014
438,frc25,20,2015njnbr,2015
439,frc25,20,2015njtab,2015
440,frc25,2,2016mrcmp,2016
441,frc25,16,2016njbri,2016
442,frc25,2,2016njbri,2016
443,frc25,11,2016pahat,2016
444,frc25,1,2017njfla,2017
445,frc25,1,2017njski,2017
446,frc25,2,2018mrcmp,2018
447,frc25,1,2018njfla,2018
448,frc25,21,2018njfla,2018
449,frc25,1,2018njski,2018
450,frc25,1,2018pahat,2018
451,frc25,20,2018pahat,2018
452,frc25,11,2019njski,2019
453,frc27,17,1997il,1997
454,frc27,49,1998mi,1998
455,frc27,57,1999cmp,1999
456,frc27,60,1999cmp,1999
457,frc27,1,1999il,1999
458,frc27,46,1999il,1999
459,frc27,1,1999mi,1999
460,frc27,46,1999mi,1999
461,frc27,3,2000cmp,2000
462,frc27,19,2001ct,2001
463,frc27,30,2001mi1,2001
464,frc27,2,2002mi,2002
465,frc27,17,2003cmp,2003
466,frc27,2,2003gl,2003
467,frc27,26,2003gl,2003
468,frc27,1,2003oh,2003
469,frc27,22,2003oh,2003
470,frc27,2,2004gal,2004
471,frc27,0,2004gl,2004
472,frc27,17,2004il,2004
473,frc27,17,2005dt,2005
474,frc27,2,2005mi,2005
475,frc27,9,2005mi,2005
476,frc27,2,2006gal,2006
477,frc27,2,2006mi,2006
478,frc27,30,2006mi,2006
479,frc27,22,2007dt,2007
480,frc27,0,2007mi,2007
481,frc27,22,2007mi,2007
482,frc27,17,2008cmp,2008
483,frc27,0,2008dt,2008
484,frc27,2,2008dt,2008
485,frc27,3,2008dt,2008
486,frc27,17,2008gl,2008
487,frc27,22,2009gg,2009
488,frc27,0,2009gl,2009
489,frc27,0,2009grl,2009
490,frc27,0,2010dt,2010
491,frc27,2,2010dt,2010
492,frc27,22,2010gg,2010
493,frc27,0,2010gl,2010
494,frc27,22,2011gg,2011
495,frc27,2,2011gl,2011
496,frc27,9,2011gl,2011
497,frc27,1,2011mi,2011
498,frc27,31,2011mi,2011
499,frc27,9,2011mi,2011
500,frc27,0,2012gl,2012
501,frc27,22,2012md,2012
502,frc27,9,2012md,2012
503,frc27,0,2012swm,2012
504,frc27,2,2012swm,2012
505,frc27,9,2012ww,2012
506,frc27,0,2013micmp,2013
507,frc27,17,2013miliv,2013
508,frc27,2,2013miliv,2013
509,frc27,0,2013misjo,2013
510,frc27,2,2013misjo,2013
511,frc27,9,2013mndu2,2013
512,frc27,2,2014arc,2014
513,frc27,0,2014cmp,2014
514,frc27,4,2014cmp,2014
515,frc27,1,2014micmp,2014
516,frc27,4,2014micmp,2014
517,frc27,9,2014micmp,2014
518,frc27,2,2014mihow,2014
519,frc27,9,2014mihow,2014
520,frc27,17,2014misjo,2014
521,frc27,2,2014misjo,2014
522,frc27,0,2014mndu2,2014
523,frc27,16,2014mndu2,2014
524,frc27,2,2015gal,2015
525,frc27,2,2015micmp,2015
526,frc27,22,2015micmp,2015
527,frc27,4,2015micmp,2015
528,frc27,2,2015mifla,2015
529,frc27,20,2015mifla,2015
530,frc27,30,2015miliv,2015
531,frc27,22,2015mndu2,2015
532,frc27,17,2016mibro,2016
533,frc27,2,2016mibro,2016
534,frc27,1,2016micmp,2016
535,frc27,1,2016miliv,2016
536,frc27,16,2016miliv,2016
537,frc27,17,2016ohcl,2016
538,frc27,2,2016ohcl,2016
539,frc27,2,2017dal,2017
540,frc27,9,2017dal,2017
541,frc27,16,2017micmp4,2017
542,frc27,4,2017micmp,2017
543,frc27,17,2017mihow,2017
544,frc27,2,2017mihow,2017
545,frc27,1,2017miwat,2017
546,frc27,9,2017miwat,2017
547,frc27,2,2017mndu2,2017
548,frc27,22,2017mndu2,2017
549,frc27,1,2018cmpmi,2018
550,frc27,1,2018dal,2018
551,frc27,22,2018dal,2018
552,frc27,1,2018marc,2018
553,frc27,1,2018mibotb,2018
554,frc27,9,2018mibotb,2018
555,frc27,16,2018micmp2,2018
556,frc27,4,2018micmp,2018
557,frc27,1,2018miliv,2018
558,frc27,11,2018miliv,2018
559,frc27,16,2018mimil,2018
560,frc27,29,2018nyut,2018
561,frc27,16,2019alhu,2019
562,frc27,17,2019miken,2019
563,frc27,1,2019miket,2019
564,frc27,71,2019miket,2019
565,frc27,2,2019mikk,2019
566,frc27,22,2019tes,2019
567,frc27,4,2020micmp,2020
568,frc27,1,2020miket,2020
569,frc27,21,2020miket,2020
570,frc28,13,1998tx,1998
571,frc28,13,2000li,2000
572,frc28,2,2001ny1,2001
573,frc28,1,2002li,2002
574,frc28,13,2003li,2003
575,frc28,2,2004li,2004
576,frc28,2,2014nyli,2014
577,frc28,9,2014nyli,2014
578,frc28,20,2015nyli,2015
579,frc28,22,2016nyli,2016
580,frc28,20,2019nyli,2019
581,frc29,13,1998tx,1998
582,frc30,13,2002nj,2002
583,frc31,19,2000tx,2000
584,frc31,19,2002mo,2002
585,frc31,4,2016okok,2016
586,frc31,22,2017okok,2017
587,frc31,4,2018okok,2018
588,frc31,22,2019mokc3,2019
589,frc31,22,2019okok,2019
590,frc31,4,2019okok,2019
591,frc31,4,2020oktu,2020
592,frc33,44,1999il,1999
593,frc33,2,2000pa,2000
594,frc33,39,2000pa,2000
595,frc33,46,2000pa,2000
596,frc33,1,2001arc,2001
597,frc33,2,2001cmp,2001
598,frc33,1,2001mi1,2001
599,frc33,1,2001mi2,2001
600,frc33,26,2001mi2,2001
601,frc33,1,2002mi,2002
602,frc33,26,2004cmp,2004
603,frc33,38,2004dt,2004
604,frc33,1,2004on,2004
605,frc33,16,2004on,2004
606,frc33,26,2004on,2004
607,frc33,1,2004va,2004
608,frc33,20,2004va,2004
609,frc33,27,2005cmp,2005
610,frc33,1,2005cur,2005
611,frc33,16,2005dt,2005
612,frc33,2,2005dt,2005
613,frc33,2,2005mi,2005
614,frc33,27,2005mi,2005
615,frc33,2,2006arc,2006
616,frc33,26,2006dt,2006
617,frc33,26,2006gl,2006
618,frc33,27,2006mi,2006
619,frc33,20,2007dt,2007
620,frc33,27,2007gl,2007
621,frc33,30,2007gl,2007
622,frc33,29,2007mi,2007
623,frc33,3,2008gl,2008
624,frc33,29,2008il,2008
625,frc33,17,2008mi,2008
626,frc33,2,2008mi,2008
627,frc33,27,2009cmp,2009
628,frc33,0,2009gg,2009
629,frc33,0,2009gl,2009
630,frc33,2,2010arc,2010
631,frc33,16,2010cmp,2010
632,frc33,16,2010gg,2010
633,frc33,2,2010gg,2010
634,frc33,0,2010gl,2010
635,frc33,0,2010oc,2010
636,frc33,12,2010oc,2010
637,frc33,2,2010oc,2010
638,frc33,1,2011gg,2011
639,frc33,17,2011gg,2011
640,frc33,1,2011gl,2011
641,frc33,16,2011gl,2011
642,frc33,0,2011oc,2011
643,frc33,16,2012cmp,2012
644,frc33,1,2012gg,2012
645,frc33,20,2012gg,2012
646,frc33,0,2012gl,2012
647,frc33,4,2012gl,2012
648,frc33,0,2012oc,2012
649,frc33,1,2013arc,2013
650,frc33,17,2013cmp,2013
651,frc33,2,2013cmp,2013
652,frc33,1,2013mibed,2013
653,frc33,16,2013mibed,2013
654,frc33,1,2013migbl,2013
655,frc33,17,2013migbl,2013
656,frc33,1,2013miwfd,2013
657,frc33,29,2013miwfd,2013
658,frc33,2,2014arc,2014
659,frc33,0,2014micmp,2014
660,frc33,1,2014micmp,2014
661,frc33,21,2014mimid,2014
662,frc33,0,2014misou,2014
663,frc33,1,2014misou,2014
664,frc33,1,2014mitry,2014
665,frc33,17,2014mitry,2014
666,frc33,1,2015misou,2015
667,frc33,16,2015misou,2015
668,frc33,0,2015mitry,2015
669,frc33,1,2015mitry,2015
670,frc33,1,2016mitry,2016
671,frc33,17,2016mitry,2016
672,frc33,0,2016miwat,2016
673,frc33,1,2016miwat,2016
674,frc33,2,2016tes,2016
675,frc33,16,2017cars,2017
676,frc33,1,2017micmp2,2017
677,frc33,16,2017micmp2,2017
678,frc33,1,2017micmp,2017
679,frc33,1,2017misou,2017
680,frc33,16,2017misou,2017
681,frc33,2,2017miwat,2017
682,frc33,29,2017miwat,2017
683,frc33,2,2017onwin,2017
684,frc33,20,2017onwin,2017
685,frc33,20,2018dal,2018
686,frc33,27,2018micmp1,2018
687,frc33,2,2018mimil,2018
688,frc33,30,2018mimil,2018
689,frc33,0,2018misou,2018
690,frc33,1,2018misou,2018
691,frc33,1,2018onwin,2018
692,frc33,17,2018onwin,2018
693,frc33,1,2019marcm,2019
694,frc33,1,2019mial2,2019
695,frc33,1,2019mibb,2019
696,frc33,2,2019mibro,2019
697,frc33,0,2019micen,2019
698,frc33,1,2019micen,2019
699,frc33,1,2019micmp2,2019
700,frc33,21,2019micmp2,2019
701,frc33,4,2019micmp,2019
702,frc33,1,2019misou,2019
703,frc33,21,2019misou,2019
704,frc33,4,2020micmp,2020
705,frc33,11,2020misou,2020
706,frc34,13,1998nh,1998
707,frc34,26,2000va,2000
708,frc34,2,2001tx,2001
709,frc34,27,2002mo,2002
710,frc34,1,2002tx,2002
711,frc34,1,2003ga,2003
712,frc34,17,2003ga,2003
713,frc34,30,2003ga,2003
714,frc34,31,2003ga,2003
715,frc34,1,2003tx,2003
716,frc34,13,2003tx,2003
717,frc34,22,2003tx,2003
718,frc34,31,2003tx,2003
719,frc34,2,2004ga,2004
720,frc34,31,2004ga,2004
721,frc34,9,2004ga,2004
722,frc34,20,2004sc,2004
723,frc34,31,2004sc,2004
724,frc34,27,2005ga,2005
725,frc34,3,2005ga,2005
726,frc34,22,2006ga,2006
727,frc34,31,2006sac,2006
728,frc34,18,2006sc,2006
729,frc34,22,2006sc,2006
730,frc34,27,2007cmp,2007
731,frc34,19,2007la,2007
732,frc34,27,2007sc,2007
733,frc34,0,2008ga,2008
734,frc34,2,2008ga,2008
735,frc34,31,2008ga,2008
736,frc34,11,2009ga,2009
737,frc34,31,2009ga,2009
738,frc34,30,2009tx,2009
739,frc34,17,2010ga,2010
740,frc34,2,2010ga,2010
741,frc34,16,2011la,2011
742,frc34,17,2012ga,2012
743,frc34,2,2017mosl,2017
744,frc34,68,2017mosl,2017
745,frc34,11,2018alhu,2018
746,frc34,4,2018alhu,2018
747,frc37,47,1998nj,1998
748,frc37,19,2001fl,2001
749,frc37,2,2001fl,2001
750,frc38,10,1998cmp,1998
751,frc38,30,1999ne,1999
752,frc38,16,2001cmp,2001
753,frc38,17,2001ct,2001
754,frc38,2,2001ct,2001
755,frc38,39,2001ct,2001
756,frc38,40,2001ct,2001
757,frc38,20,2004ct,2004
758,frc38,16,2005ny,2005
759,frc38,2,2005ny,2005
760,frc39,1,2007az,2007
761,frc39,16,2007az,2007
762,frc39,2,2007nv,2007
763,frc39,1,2008az,2008
764,frc39,16,2008az,2008
765,frc39,26,2008az,2008
766,frc39,1,2008nv,2008
767,frc39,16,2008nv,2008
768,frc39,1,2009az,2009
769,frc39,29,2010nv,2010
770,frc39,31,2010nv,2010
771,frc40,17,2004nh,2004
772,frc40,2,2004nh,2004
773,frc40,20,2005nh,2005
774,frc40,2,2005wat,2005
775,frc40,26,2005wat,2005
776,frc40,13,2006ma,2006
777,frc40,2,2006ma,2006
778,frc40,27,2006nh,2006
779,frc40,29,2007nh,2007
780,frc40,1,2008ma,2008
781,frc40,20,2008ma,2008
782,frc40,1,2008nh,2008
783,frc40,2,2009md,2009
784,frc40,26,2009md,2009
785,frc40,2,2009nh,2009
786,frc40,26,2010nh,2010
787,frc40,12,2011nh,2011
788,frc40,2,2011nh,2011
789,frc40,21,2011nh,2011
790,frc40,1,2011wor,2011
791,frc40,21,2011wor,2011
792,frc41,13,1997nj,1997
793,frc41,2,2002ny,2002
794,frc41,20,2004ny,2004
795,frc41,13,2007nj,2007
796,frc41,1,2008ny,2008
797,frc41,38,2009nj,2009
798,frc41,11,2015njfla,2015
799,frc41,1,2016cars,2016
800,frc41,2,2016njfla,2016
801,frc41,1,2016njski,2016
802,frc41,13,2018mrcmp,2018
803,frc41,29,2018njfla,2018
804,frc41,29,2018njski,2018
805,frc41,29,2019njski,2019
806,frc42,13,1998nh,1998
807,frc42,30,2000ne,2000
808,frc42,22,2005nh,2005
809,frc45,2,1992cmp,1992
810,frc45,61,1992cmp,1992
811,frc45,51,1995cmp,1995
812,frc45,1,1998cmp,1998
813,frc45,13,1998cmp,1998
814,frc45,2,1998mi,1998
815,frc45,2,1999cmp,1999
816,frc45,47,1999il,1999
817,frc45,20,2000cmp,2000
818,frc45,1,2000il,2000
819,frc45,2,2000mi,2000
820,frc45,2,2001gal,2001
821,frc45,16,2001il,2001
822,frc45,38,2001mi2,2001
823,frc45,53,2002cmp,2002
824,frc45,0,2002il,2002
825,frc45,2,2002il,2002
826,frc45,3,2003cmp,2003
827,frc45,1,2003il,2003
828,frc45,13,2003il,2003
829,frc45,19,2003mo,2003
830,frc45,19,2003pit,2003
831,frc45,2,2004arc,2004
832,frc45,1,2004il,2004
833,frc45,19,2004il,2004
834,frc45,18,2005il,2005
835,frc45,9,2005il,2005
836,frc45,13,2005in,2005
837,frc45,0,2006in,2006
838,frc45,3,2006in,2006
839,frc45,17,2007in,2007
840,frc45,1,2007mo,2007
841,frc45,17,2007mo,2007
842,frc45,16,2008in,2008
843,frc45,2,2008in,2008
844,frc45,2,2008mo,2008
845,frc45,9,2008mo,2008
846,frc45,1,2009dc,2009
847,frc45,16,2009dc,2009
848,frc45,0,2009in,2009
849,frc45,2,2009in,2009
850,frc45,20,2009in,2009
851,frc45,1,2010in,2010
852,frc45,17,2010in,2010
853,frc45,4,2011in,2011
854,frc45,31,2012in,2012
855,frc45,5,2012in,2012
856,frc45,1,2012ohc,2012
857,frc45,3,2013inwl,2013
858,frc45,29,2014inwl,2014
859,frc45,3,2015incmp,2015
